['media_451348_frame_779.jpeg', '0.321216617210683', '0.397891963109354', '0.0652818991097923', '0.100131752305666', 'Poecilosclerida']
['media_450456_frame_2877.jpeg', '0.537515452190509', '0.567821603527445', '0.0537769299062232', '0.095028211664529', 'narella sp.']
['media_450456_frame_2877.jpeg', '0.610790776048552', '0.659109799752596', '0.0606532761612043', '0.10800618101997', 'narella sp.']
['media_450456_frame_2877.jpeg', '0.642279186003944', '0.832653755376824', '0.095389279417018', '0.123971046614577', 'narella sp.']
['media_450456_frame_2877.jpeg', '0.578697901700368', '0.594362890480793', '0.0645491686121317', '0.0916397873497873', 'narella sp.']
['media_450456_frame_2877.jpeg', '0.707148722045466', '0.521135840389898', '0.056343050070561', '0.0962704355397993', 'narella sp.']
['media_450456_frame_2877.jpeg', '0.649606902998049', '0.572439553511061', '0.0483448997833085', '0.0889387749192027', 'narella sp.']
['media_450456_frame_2877.jpeg', '0.548511988814163', '0.422356328796287', '0.0480003505477388', '0.0768916300708124', 'narella sp.']
['media_450456_frame_2877.jpeg', '0.804428968471873', '0.500283801354603', '0.0458376761578164', '0.0770043603620602', 'narella sp.']
['media_450456_frame_2877.jpeg', '0.81816932197502', '0.611695360893451', '0.0462584744838503', '0.0883039768196801', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.31729667812142', '0.686354378818737', '0.0629116552119129', '0.128460435996078', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.32725371541432', '0.63078490063352', '0.0596153111105944', '0.0980553783665331', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.195622649237238', '0.625432833023227', '0.0707594873460306', '0.125359580186577', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.393278487795373', '0.493291251273008', '0.0606527719366929', '0.0945294301140436', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.512040713508869', '0.62079878780404', '0.0820725525531572', '0.121974180997878', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.691130412696344', '0.615482366695433', '0.0489403633482293', '0.0844109159925866', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.0716565084454207', '0.567647388222216', '0.059910689793411', '0.114656300395118', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.273362783318178', '0.44322032843733', '0.0570281856600217', '0.114436353572266', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.163430409664899', '0.50480543883591', '0.0397362281692192', '0.103216738127204', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.255204310884378', '0.555078998344955', '0.0298878640869853', '0.0929409156627395', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.308207419610066', '0.819015185767439', '0.0456139600613257', '0.132987529779065', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.565234155560495', '0.703385998896636', '0.0445634065463635', '0.0680555037057624', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.746328110373262', '0.744861685491598', '0.0781366430369317', '0.114574838608877', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.155651940567148', '0.186873521992839', '0.0727145489087969', '0.125037627672328', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.0107743697344513', '0.374911059809261', '0.0651349743914078', '0.0979400524383631', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.0807814769546888', '0.658046695642123', '0.0367555720143834', '0.135239658364572', 'narella sp.']
['media_450456_frame_3326.jpeg', '0.115786783635054', '0.807144716639216', '0.0597025603118247', '0.12924199105903', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.375715922107675', '0.643584521384929', '0.0357248148470282', '0.115674737874331', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.402297734783088', '0.677402501712835', '0.0458338735135544', '0.0898342725699333', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.433989359738374', '0.609710550609725', '0.0381584693969746', '0.134076316065534', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.209451006650526', '0.882252265144633', '0.0566779859933284', '0.0858414777836311', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.176109178325157', '0.780139968100727', '0.0414713647763371', '0.0771006507161852', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.505773985604799', '0.844409140496348', '0.0509479692652609', '0.108585503842492', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.543374473022284', '0.876531124393876', '0.049149504775182', '0.117536160813939', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.538950886267285', '0.550130500168454', '0.0561532867421189', '0.122657460908713', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.745029895917749', '0.607349642897031', '0.0442096025036239', '0.0563510312424578', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.718868527374518', '0.640475438791357', '0.0570960636692779', '0.0820960205936625', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.733908722341512', '0.653387435327945', '0.0544018228613118', '0.117558467747201', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.306462097165166', '0.377245307286455', '0.0249609048124768', '0.145071143631159', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.461211850700472', '0.664061502611616', '0.0642317208410276', '0.0473054691349661', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.487820947142807', '0.733425556832213', '0.0271926041067758', '0.0608272069068602', 'narella sp.']
['media_450456_frame_3836.jpeg', '0.542874250126947', '0.746548486009082', '0.0629500111309281', '0.0553749422845656', 'narella sp.']
['media_450456_frame_3986.jpeg', '0.208476517754868', '0.708889643207362', '0.0618359822451317', '0.101295541977823', 'narella sp.']
['media_450456_frame_3986.jpeg', '0.265750286368843', '0.268839103869654', '0.0389372136311569', '0.118197933167383', 'narella sp.']
['media_450456_frame_3986.jpeg', '0.283574920141472', '0.344042355059088', '0.0514437861201616', '0.06043446516439', 'narella sp.']
['media_450456_frame_3986.jpeg', '0.40628472796272', '0.308684010768165', '0.0519284898610555', '0.0880758613748538', 'narella sp.']
['media_450456_frame_3986.jpeg', '0.359164161759361', '0.446695612677897', '0.0441471541725906', '0.0822936948577449', 'narella sp.']
['media_450456_frame_4795.jpeg', '0.278137592192398', '0.593952436279961', '0.0641453772225773', '0.0998379721415859', 'narella sp.']
['media_450456_frame_4795.jpeg', '0.466114520966923', '0.722307949560794', '0.0767547717915249', '0.128477222633351', 'narella sp.']
['media_450456_frame_4795.jpeg', '0.502759842821884', '0.547189672074254', '0.0638684698093678', '0.123089443221927', 'narella sp.']
['media_450456_frame_4795.jpeg', '0.653073524134366', '0.691290125559231', '0.0910258767349834', '0.193190817370041', 'narella sp.']
['media_450456_frame_4795.jpeg', '0.466094537883351', '0.467817080916784', '0.0827225965936684', '0.10693127704365', 'narella sp.']
['media_450456_frame_4795.jpeg', '0.511864748290644', '0.440488297540077', '0.0558716066814353', '0.0775292906523247', 'narella sp.']
['media_450456_frame_4795.jpeg', '0.499976381951087', '0.48169075492838', '0.106409237746615', '0.146042001211632', 'narella sp.']
['media_450456_frame_4795.jpeg', '0.321038293714056', '0.2853665135139', '0.0632631191880533', '0.0996350160763378', 'narella sp.']
['media_450456_frame_4795.jpeg', '0.707994783363446', '0.56088433163773', '0.0732798432384293', '0.0706528855976091', 'narella sp.']
['media_450456_frame_4795.jpeg', '0.724293974100841', '0.496817344470208', '0.0354450471217748', '0.0861752883527031', 'narella sp.']
['media_450456_frame_5484.jpeg', '0.59544494558992', '0.631479595685298', '0.132998639747995', '0.201414347137361', 'narella sp.']
['media_450456_frame_5484.jpeg', '0.155940628161374', '0.486450685008742', '0.0682906057303783', '0.16341747339255', 'narella sp.']
['media_450456_frame_5484.jpeg', '0.241097078053715', '0.453338704203766', '0.0962360673500647', '0.0952591923652023', 'narella sp.']
['media_450456_frame_5484.jpeg', '0.460383158559771', '0.559235277769712', '0.115018507301483', '0.158317713103034', 'narella sp.']
['media_450456_frame_5484.jpeg', '0.507090322799683', '0.798507555551868', '0.132022834282576', '0.185747932115025', 'narella sp.']
['media_450456_frame_5484.jpeg', '0.784018538023398', '0.753240746501829', '0.0730063861336036', '0.121757367701988', 'narella sp.']
['media_450456_frame_5484.jpeg', '0.828625149088934', '0.689365814809131', '0.106269375449296', '0.14603246534475', 'narella sp.']
['media_450456_frame_5484.jpeg', '0.493036017360578', '0.420921099670358', '0.0825347832342339', '0.11327968768447', 'narella sp.']
['media_450456_frame_5484.jpeg', '0.557900378823664', '0.466814880260776', '0.0812378895993985', '0.109115252038303', 'narella sp.']
['media_450456_frame_5484.jpeg', '0.298934926004263', '0.374602376667066', '0.0542392799236682', '0.113973538967992', 'narella sp.']
['media_450456_frame_5484.jpeg', '0.390102776338553', '0.392439078797398', '0.0477480982050467', '0.113883754841853', 'narella sp.']
['media_450456_frame_6623.jpeg', '0.421366017079089', '0.687213011394511', '0.0437296526735006', '0.0559622782498143', 'narella sp.']
['media_450456_frame_6623.jpeg', '0.481120721934869', '0.591659111959758', '0.0411558516395508', '0.081407402166951', 'narella sp.']
['media_450456_frame_6623.jpeg', '0.134138358076699', '0.701431340526574', '0.0675719409748516', '0.113338417827899', 'narella sp.']
['media_450456_frame_6623.jpeg', '0.594665935633467', '0.64530349858962', '0.075178988711613', '0.103178589026613', 'narella sp.']
['media_450456_frame_6623.jpeg', '0.612227537369181', '0.76734758796668', '0.0686317414005956', '0.10887871025527', 'narella sp.']
['media_450456_frame_6623.jpeg', '0.442003939199562', '0.528863170623305', '0.0238567840518551', '0.0626531536062742', 'narella sp.']
['media_450456_frame_6623.jpeg', '0.352698364586962', '0.465605819897324', '0.0426214997159684', '0.0871106415667807', 'narella sp.']
['media_450456_frame_6623.jpeg', '0.105560223810536', '0.386741009284262', '0.05901438422211', '0.101815162298046', 'narella sp.']
['media_450456_frame_6623.jpeg', '0.32117390272841', '0.517490563721706', '0.0263231105340475', '0.0602295401228039', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.143574262854451', '0.549914766621392', '0.0713784819073905', '0.100866291743301', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.0755193408038534', '0.611891108674555', '0.0531694161614721', '0.0861858506676794', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.0856551802581978', '0.412681437789389', '0.062345970810316', '0.0972182134081614', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.277667497230876', '0.754462808481874', '0.0579296407623517', '0.113712446240299', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.269030917362487', '0.631462108862443', '0.0260711287155271', '0.0862719289205311', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.454270170783121', '0.847272585654706', '0.0834668279351945', '0.149205379166115', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.777160006400579', '0.735493825880252', '0.0516090700430912', '0.0828697884506815', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.747717806080817', '0.691225010127993', '0.0400124328935783', '0.0551884569711497', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.690281382506199', '0.61043442138012', '0.0377560019674327', '0.0821422222658643', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.728411445215399', '0.649169635163347', '0.044834498181605', '0.0665518110886682', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.697489593332435', '0.567091971587121', '0.0520547754833828', '0.10737134828023', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.790191799984736', '0.659130118707605', '0.0517448178929262', '0.076214094971262', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.507907162871803', '0.493041105089309', '0.0467802173625729', '0.0985339809874646', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.529626818845398', '0.435491644611372', '0.0327416272254732', '0.073064040813335', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.572583471770953', '0.58379217738144', '0.0284097625062951', '0.0540725139073948', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.118871591948345', '0.326095440183236', '0.0422750915424915', '0.0816046550145487', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.268532574537906', '0.462680615874148', '0.041673775094587', '0.0797058574495186', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.218136529380197', '0.454985676398604', '0.0402229798551984', '0.0511054417807506', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.333355998895241', '0.414540932016264', '0.0636456872069066', '0.0953593593270842', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.388333502703652', '0.451091894525099', '0.0306567987454797', '0.0885443504304563', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.594292340032208', '0.51133571858314', '0.0467539446088277', '0.0867693487667109', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.57291219966227', '0.62195047354409', '0.0264722407660809', '0.0566165859329113', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.594801390993397', '0.68831932652066', '0.0487909438457105', '0.075082659438228', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.604068504663417', '0.738372057831493', '0.0360630790317322', '0.111636293801048', 'narella sp.']
['media_450456_frame_7012.jpeg', '0.621885288305031', '0.828787596669138', '0.0423180427173418', '0.116550723896656', 'narella sp.']
['media_450456_frame_7852.jpeg', '0.683750357961054', '0.723014256619145', '0.10895797537228', '0.16680055819567', 'narella sp.']
['media_450456_frame_7852.jpeg', '0.18213058419244', '0.342592592592593', '0.0652652491408935', '0.142592592592593', 'narella sp.']
['media_450456_frame_7852.jpeg', '0.79610538373425', '0.645621181262729', '0.123686282932417', '0.169193633552086', 'narella sp.']
['media_450456_frame_7852.jpeg', '0.415807560137457', '0.325554424077846', '0.0513799398625429', '0.132778909255488', 'narella sp.']
['media_450489_frame_8061.jpeg', '', '', '', '', 'Euryalidae']
['media_450489_frame_8061.jpeg', '0.408285822511675', '0.746786349816037', '0.040088324907128', '0.13610570721044', 'Parazoanthidae']
['media_450489_frame_1288.jpeg', '0.240618785910915', '0.551812691815429', '0.0452927339469741', '0.18201343672882', 'narella sp.']
['media_450489_frame_1288.jpeg', '0.51357913470811', '0.513375883514075', '0.0566189396601596', '0.175931622841941', 'narella sp.']
['media_450489_frame_1288.jpeg', '0.565213598721835', '0.329907293807284', '0.0180366474058607', '0.0862127753264561', 'narella sp.']
['media_450489_frame_1288.jpeg', '0.286286169423551', '0.400302838425819', '0.0333912062183749', '0.0887465957196771', 'narella sp.']
['media_450489_frame_1288.jpeg', '0.912432362582319', '0.600211028978478', '0.0640618591432325', '0.128997497594554', 'narella sp.']
['media_450489_frame_1288.jpeg', '0.810797634816416', '0.547836808276603', '0.044649823958403', '0.107350787006461', 'narella sp.']
['media_450489_frame_1133.jpeg', '0.558492804367764', '0.589598516681115', '0.0576870352656833', '0.187274078928751', 'narella sp.']
['media_450489_frame_1133.jpeg', '0.814886573089989', '0.723930960963328', '0.168359059785155', '0.193358018443778', 'narella sp.']
['media_450489_frame_1133.jpeg', '0.1593431033329', '0.519805584015331', '0.151291919576607', '0.262079503938049', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.133285219535146', '0.360726301149437', '0.0691422178440418', '0.111718445022397', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.214954179755002', '0.474273161910036', '0.0710066632209071', '0.145576728713785', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.628561666442115', '0.55698189409476', '0.0563807750496888', '0.14815298256609', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.58238047197581', '0.5425882146193', '0.0537460786987265', '0.159852158971988', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.473045507299172', '0.410018193215176', '0.0592609323434608', '0.172371367443863', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.0229095074455899', '0.472505091649695', '0.0264801689576174', '0.14230972316512', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.864294436620966', '0.819114737370427', '0.0549671680289483', '0.162668471500358', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.8464336842724', '0.481194056953656', '0.0595559419609051', '0.112453306380659', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.415286535743565', '0.333994752340039', '0.0392861599536514', '0.109759744189251', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.377143055110411', '0.308741414250351', '0.0387645612536866', '0.115755331656626', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.217359598079853', '0.302726408075233', '0.0538740531676416', '0.12979486300727', 'narella sp.']
['media_450489_frame_1798.jpeg', '0.796897086566054', '0.511046852453253', '0.0992255509973438', '0.148708790267993', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.0561282932416953', '0.472696974547922', '0.0997201940068951', '0.189780728810537', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.160876669172804', '0.528181161487602', '0.0396803331420107', '0.150373412406274', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.287830652684782', '0.555337678883707', '0.0212482016608655', '0.149333766530176', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.147241374343082', '0.230798920863838', '0.020402803543388', '0.0712597461288176', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.44360967821618', '0.404182839623585', '0.0605152130270105', '0.134827079886958', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.210014348554141', '0.189019663331369', '0.0508284798191563', '0.0869221321412791', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.54102954865478', '0.334036239916524', '0.063276462168396', '0.170325909215356', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.47178192128461', '0.224365688893792', '0.0323985123263663', '0.0981280640169439', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.493524505037861', '0.619315591947197', '0.0839430249115471', '0.189587251833447', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.740095318099036', '0.34728240254889', '0.0655182094356268', '0.148437007741691', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.791006517597415', '0.385880402575621', '0.068119556845061', '0.139999279437236', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.625710415329951', '0.401560840086481', '0.0355996149252159', '0.0930618330505621', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.70640384005437', '0.274911152498768', '0.0541148445804502', '0.136359496969437', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.699988846012609', '0.263436457972831', '0.0312129595891814', '0.121044382412392', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.916384154976286', '0.452288947617818', '0.0471166372369733', '0.147715052539705', 'narella sp.']
['media_450489_frame_2157.jpeg', '0.88548080370011', '0.409570578490347', '0.0621169640474524', '0.12254304649863', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.781214203894616', '0.74949083503055', '0.120348296105384', '0.234208342762314', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.107603701686329', '0.593331701793173', '0.133723163924651', '0.382929342788892', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.284833893359917', '0.673745016082654', '0.0662206953279173', '0.155990218133232', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.374865190705571', '0.402344716782603', '0.0906745364742632', '0.189889751208561', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.448854494025613', '0.508267622362055', '0.0972695859308061', '0.23058372727654', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.52415380054488', '0.595242447328675', '0.0872896333899633', '0.174088008225912', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.550809576263141', '0.39758273959559', '0.0616118231180197', '0.14386810518733', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.617500770431211', '0.565098728919602', '0.0696371890486274', '0.186173342385155', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.252248676077147', '0.326014009122798', '0.0326293011520554', '0.143039771689016', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.709921462398503', '0.684855758889534', '0.0562502179915674', '0.178817690310463', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.828450680795257', '0.544337150344411', '0.0740930400772253', '0.102467191968657', 'narella sp.']
['media_450489_frame_2577.jpeg', '0.170896368101726', '0.263779439736483', '0.0255922437029351', '0.162348406069646', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.0978982187722905', '0.325481276886038', '0.0643274409382969', '0.165091548750991', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.282643237316124', '0.163583977538209', '0.045094176624073', '0.158563179519279', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.700912058977784', '0.577317512743058', '0.0439119479023513', '0.138324984961853', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.732030652828038', '0.609422167287473', '0.128278067810032', '0.136324017777574', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.711284923594535', '0.487023171836889', '0.0583339343141415', '0.124624769533003', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.705357572384963', '0.427830215020623', '0.0583320820168885', '0.0985239454955486', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.851816219760697', '0.461063548826366', '0.0787851482844183', '0.123441281978328', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.509867791554794', '0.309221352398199', '0.0678765066872394', '0.144405918661151', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.619820156492357', '0.314119727496946', '0.0743521378836969', '0.145437057739401', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.408247059661186', '0.239911156211469', '0.022161347409101', '0.0794813148964174', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.455073134216805', '0.274022351664911', '0.0269462942878908', '0.0982796305607922', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.129920406355092', '0.20976281676959', '0.033367695243204', '0.0914933085757897', 'narella sp.']
['media_450489_frame_4645.jpeg', '0.254022317744109', '0.34779985964453', '0.0487383450207822', '0.083436171494854', 'narella sp.']
['media_450489_frame_4735.jpeg', '0.252066439867791', '0.196184961347707', '0.039329893492389', '0.0976419477066286', 'narella sp.']
['media_450489_frame_4735.jpeg', '0.217213691022124', '0.245773273989517', '0.0359870457064704', '0.0856274954153261', 'narella sp.']
['media_450489_frame_5244.jpeg', '0.665521191294387', '0.195519348268839', '0.0860413087056128', '0.252628799879309', 'narella sp.']
['media_450489_frame_5244.jpeg', '0.18213058419244', '0.317718940936864', '0.111098582474227', '0.189688466470544', 'narella sp.']
['media_450489_frame_5244.jpeg', '0.224513172966781', '0.506851097533379', '0.191111827033219', '0.248661084709965', 'narella sp.']
['media_450489_frame_5244.jpeg', '0.0859106529209622', '0.238289205702648', '0.0881368469591536', '0.160784868371426', 'narella sp.']
['media_450489_frame_5244.jpeg', '0.252004581901489', '0.221995926680244', '0.172995418098511', '0.228004073319756', 'narella sp.']
['media_450489_frame_5244.jpeg', '0.516248869121894', '0.232860129076027', '0.0382434432915987', '0.120208244655251', 'narella sp.']
['media_450489_frame_5244.jpeg', '0.130436559132378', '0.290462633812794', '0.0611550401182903', '0.0997739707483183', 'narella sp.']
['media_450489_frame_5244.jpeg', '0.0323569627812352', '0.33380604981851', '0.0424088738259503', '0.100429839536938', 'narella sp.']
['media_450489_frame_6923.jpeg', '0.464381103789516', '0.156061140968911', '0.110855033050046', '0.286141638345442', 'narella sp.']
['media_450489_frame_6923.jpeg', '0.235037744594419', '0.225085459981408', '0.0691383856676084', '0.232807569626989', 'narella sp.']
['media_450489_frame_6923.jpeg', '0.875772347102656', '0.202280649656031', '0.0867939651825675', '0.165336526047296', 'narella sp.']
['media_450489_frame_6923.jpeg', '0.503824463279838', '0.0801175131395057', '0.0440895609446223', '0.155236241271162', 'narella sp.']
['media_450489_frame_6923.jpeg', '0.526424720580876', '0.0926141521349122', '0.103602613860676', '0.138466055332995', 'narella sp.']
['media_450489_frame_6923.jpeg', '0.0', '0.0590895376027759', '0.0766895761741123', '0.153011616504488', 'narella sp.']
['media_450489_frame_6923.jpeg', '0.791459049255441', '0.340122199592668', '0.146561784077892', '0.296914837444369', 'narella sp.']
['media_450489_frame_6951.jpeg', '0.899375357961054', '0.148517764200045', '0.0938538087056128', '0.194074828392547', 'narella sp.']
['media_450489_frame_6983.jpeg', '0.224513172966781', '0.0264765784114053', '0.113507660366552', '0.278398204722034', 'narella sp.']
['media_450489_frame_7342.jpeg', '0.696449026345934', '0.224032586558045', '0.0571968069873998', '0.164856302330844', 'narella sp.']
['media_450489_frame_7342.jpeg', '0.688558777451062', '0.419928671583717', '0.058281880660336', '0.147332846789525', 'narella sp.']
['media_450489_frame_7342.jpeg', '0.343970241688907', '0.595444772003557', '0.267507936725402', '0.218333354976532', 'narella sp.']
['media_450489_frame_7342.jpeg', '0.0824742268041237', '0.517311608961303', '0.12117160652921', '0.2363920947424', 'narella sp.']
['media_450489_frame_7342.jpeg', '0.15807560137457', '0.586558044806517', '0.0799452319587629', '0.162516029267557', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.465009897758963', '0.697954901515009', '0.0709276022410372', '0.118711765151657', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.361703278525006', '0.393978417802379', '0.0400851003970046', '0.109453423455927', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.389396539770806', '0.35415789951031', '0.0438712884579538', '0.123250034741495', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.409927750694416', '0.426332588914685', '0.0368002558586087', '0.113306427309187', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.275296125575423', '0.391639423238348', '0.0385795777355277', '0.134111956788351', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.654361813768568', '0.588106513916408', '0.0361847671590456', '0.0820687516316326', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.668685914412947', '0.605527990669188', '0.0390883817271666', '0.100854449844419', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.69446929557283', '0.624193858618596', '0.0792264514546791', '0.169312096655907', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.715402625780154', '0.712380866966978', '0.0820554613319439', '0.179149700393687', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.542044111649836', '0.585646536874927', '0.0333818689235803', '0.0747279957856033', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.792026175604786', '0.518956745289389', '0.0395264310601504', '0.139003486761324', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.765037726552854', '0.483595662561238', '0.0437253036023818', '0.0856861983144974', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.0609196573021103', '0.418441465885064', '0.0307232496996079', '0.12325246450531', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.00687285223367698', '0.415478615071283', '0.049377147766323', '0.209521384928717', 'narella sp.']
['media_450489_frame_7582.jpeg', '0.0217640320733104', '0.706720977596741', '0.0699026345933562', '0.218279022403259', 'narella sp.']
['media_450489_frame_8121.jpeg', '0.153493699885452', '0.790224032586558', '0.0834854667812142', '0.131984989062383', 'narella sp.']
['media_450489_frame_8121.jpeg', '0.411662389585621', '0.717223671711997', '0.0475505547335367', '0.0948831397838163', 'narella sp.']
['media_450489_frame_8121.jpeg', '0.503493574693351', '0.6730803160008', '0.0627572435236295', '0.0761086141196666', 'narella sp.']
['media_450489_frame_8121.jpeg', '0.303383858698072', '0.609574824782265', '0.0537393211072566', '0.0668418638853567', 'narella sp.']
['media_450489_frame_8121.jpeg', '0.395334529161074', '0.590557806988799', '0.0356425907886923', '0.097572410380641', 'narella sp.']
['media_450489_frame_8121.jpeg', '0.698876436928657', '0.815215632920056', '0.0704146808643943', '0.0884503548599848', 'narella sp.']
['media_450489_frame_8121.jpeg', '0.758997492550474', '0.775262256254122', '0.101021837346433', '0.11186152740734', 'narella sp.']
['media_450489_frame_8121.jpeg', '0.524625793336824', '0.746739984578719', '0.0735689307518806', '0.149029133745889', 'narella sp.']
['media_450489_frame_8121.jpeg', '0.669735864925754', '0.764558477118571', '0.0394188106606624', '0.0728878276196398', 'narella sp.']
['media_450489_frame_8121.jpeg', '0.662479875454155', '0.712476396821907', '0.0440825655007223', '0.0727484400125546', 'narella sp.']
['media_450489_frame_8121.jpeg', '0.603357912505626', '0.711722984759848', '0.0273215441840698', '0.0794200067834039', 'narella sp.']
['media_450489_frame_8661.jpeg', '0.713839199112576', '0.78688974521703', '0.0635306831591378', '0.103850795805989', 'narella sp.']
